LATITUDE,LONGITUDE,UTM_X,UTM_Y,UTM_ZONE,DATE,TIME,SATELLITE,CONFIDENCE,ORG,TUMBOON,AUMPER,PROVINCE,NAME,ZONE 
19.16055,100.87486,697167,2119651,47Q,17/02/2019,1312,S,1,NASA,เจดีย์ชัย,ปัว,น่าน,เกษตรกรรม,AGI
14.85997,103.33398,320752,1643507,48P,17/02/2019,1312,S,1,NASA,หนองเต็ง,กระสัง,บุรีรัมย์,เกษตรกรรม,AGI
14.94924,104.09895,403104,1652908,48P,17/02/2019,1312,S,1,NASA,โคกจาน,อุทุมพรพิสัย,ศรีสะเกษ,เกษตรกรรม,AGI
14.99807,102.90756,275001,1659176,48P,17/02/2019,1312,S,1,NASA,หนองบัวโคก,ลำปลายมาศ,บุรีรัมย์,เกษตรกรรม,AGI
15.0253,103.87177,378714,1661434,48P,17/02/2019,1312,S,1,NASA,ตรึม,ศีขรภูมิ,สุรินทร์,เกษตรกรรม,AGI
15.04497,103.20024,306525,1664089,48P,17/02/2019,1312,S,1,NASA,ปราสาท,บ้านด่าน,บุรีรัมย์,เกษตรกรรม,AGI
15.08902,103.79826,370849,1668525,48P,17/02/2019,1312,S,1,NASA,คาละแมะ,ศีขรภูมิ,สุรินทร์,เกษตรกรรม,AGI
15.15091,105.29228,531400,1675038,48P,17/02/2019,1312,S,1,NASA,ดอนจิก,พิบูลมังสาหาร,อุบลราชธานี,เกษตรกรรม,AGI
15.15423,104.50835,447181,1675444,48P,17/02/2019,1312,S,1,NASA,บัวน้อย,กันทรารมย์,ศรีสะเกษ,เกษตรกรรม,AGI
15.15481,102.40563,221205,1677100,48P,17/02/2019,1312,S,1,NASA,ธารละหลอด,พิมาย,นครราชสีมา,เกษตรกรรม,AGI
15.15754,104.50781,447124,1675810,48P,17/02/2019,1312,S,1,NASA,บัวน้อย,กันทรารมย์,ศรีสะเกษ,เกษตรกรรม,AGI
15.15808,104.51138,447508,1675869,48P,17/02/2019,1312,S,1,NASA,บัวน้อย,กันทรารมย์,ศรีสะเกษ,เกษตรกรรม,AGI
15.15928,102.6722,249871,1677272,48P,17/02/2019,1312,S,1,NASA,หลุ่งตะเคียน,ห้วยแถลง,นครราชสีมา,เกษตรกรรม,AGI
15.15937,104.40879,436487,1676039,48P,17/02/2019,1312,S,1,NASA,ลิ้นฟ้า,ยางชุมน้อย,ศรีสะเกษ,เกษตรกรรม,AGI
15.16213,104.40468,436046,1676345,48P,17/02/2019,1312,S,1,NASA,ลิ้นฟ้า,ยางชุมน้อย,ศรีสะเกษ,เกษตรกรรม,AGI
15.17665,102.05408,183432,1679996,48P,17/02/2019,1312,S,1,NASA,โนนไทย,โนนไทย,นครราชสีมา,เกษตรกรรม,AGI
15.17824,104.33252,428299,1678150,48P,17/02/2019,1312,S,1,NASA,น้ำคำ,เมืองศรีเกษ,ศรีสะเกษ,เกษตรกรรม,AGI
15.17879,104.3361,428684,1678209,48P,17/02/2019,1312,S,1,NASA,น้ำคำ,เมืองศรีเกษ,ศรีสะเกษ,เกษตรกรรม,AGI
15.17934,104.33967,429068,1678269,48P,17/02/2019,1312,S,1,NASA,น้ำคำ,เมืองศรีเกษ,ศรีสะเกษ,เกษตรกรรม,AGI
15.21444,105.42215,545339,1682088,48P,17/02/2019,1312,S,1,NASA,นิคมลำโดมน้อย,สิรินธร,อุบลราชธานี,เกษตรกรรม,AGI
15.23344,105.38966,541846,1684183,48P,17/02/2019,1312,S,1,NASA,นิคมลำโดมน้อย,สิรินธร,อุบลราชธานี,เกษตรกรรม,AGI
15.25602,103.52403,341497,1687181,48P,17/02/2019,1312,S,1,NASA,กระโพ,ท่าตูม,สุรินทร์,เกษตรกรรม,AGI
15.27052,103.14655,300963,1689095,48P,17/02/2019,1312,S,1,NASA,ดงพลอง,แคนดง,บุรีรัมย์,เกษตรกรรม,AGI
15.27369,104.75961,474189,1688612,48P,17/02/2019,1312,S,1,NASA,หนองบ่อ,เมืองอุบลราชธาน,อุบลราชธานี,เกษตรกรรม,AGI
15.27443,105.28313,530400,1688699,48P,17/02/2019,1312,S,1,NASA,ทรายมูล,พิบูลมังสาหาร,อุบลราชธานี,เกษตรกรรม,AGI
15.27918,102.67921,250765,1690536,48P,17/02/2019,1312,S,1,NASA,ท่าลาด,ชุมพวง,นครราชสีมา,เกษตรกรรม,AGI
15.3288,102.98657,283837,1695698,48P,17/02/2019,1312,S,1,NASA,หนองขมาร,คูเมือง,บุรีรัมย์,เกษตรกรรม,AGI
15.32968,103.3457,322404,1695469,48P,17/02/2019,1312,S,1,NASA,สะแก,สตึก,บุรีรัมย์,เกษตรกรรม,AGI
15.33227,104.50092,446428,1695139,48P,17/02/2019,1312,S,1,NASA,สร้างถ่อ,เขื่องใน,อุบลราชธานี,เกษตรกรรม,AGI
15.33285,105.44718,548000,1695191,48P,17/02/2019,1312,S,1,NASA,ห้วยไผ่,โขงเจียม,อุบลราชธานี,เกษตรกรรม,AGI
15.37951,103.88298,380120,1700612,48P,17/02/2019,1312,S,1,NASA,ทับใหญ่,รัตนบุรี,สุรินทร์,เกษตรกรรม,AGI
15.39417,104.15331,409141,1702102,48P,17/02/2019,1312,S,1,NASA,ดู่,ราษีไศล,ศรีสะเกษ,เกษตรกรรม,AGI
15.39424,104.39577,435160,1702022,48P,17/02/2019,1312,S,1,NASA,ค้อทอง,เขื่องใน,อุบลราชธานี,เกษตรกรรม,AGI
15.41959,103.38303,326487,1705386,48P,17/02/2019,1312,S,1,NASA,ชุมพลบุรี,ชุมพลบุรี,สุรินทร์,เกษตรกรรม,AGI
15.42288,104.22935,417312,1705247,48P,17/02/2019,1312,S,1,NASA,สงยาง,มหาชนะชัย,ยโสธร,เกษตรกรรม,AGI
15.46492,104.10501,403990,1709949,48P,17/02/2019,1312,S,1,NASA,กุง,ศิลาลาด,ศรีสะเกษ,เกษตรกรรม,AGI
15.49447,104.38635,434181,1713112,48P,17/02/2019,1312,S,1,NASA,กลางใหญ่,เขื่องใน,อุบลราชธานี,เกษตรกรรม,AGI
15.49716,104.4262,438456,1713398,48P,17/02/2019,1312,S,1,NASA,กลางใหญ่,เขื่องใน,อุบลราชธานี,เกษตรกรรม,AGI
15.49771,104.42977,438839,1713457,48P,17/02/2019,1312,S,1,NASA,กลางใหญ่,เขื่องใน,อุบลราชธานี,เกษตรกรรม,AGI
15.50047,104.42566,438399,1713764,48P,17/02/2019,1312,S,1,NASA,กลางใหญ่,เขื่องใน,อุบลราชธานี,เกษตรกรรม,AGI
15.50335,104.35561,430887,1714104,48P,17/02/2019,1312,S,1,NASA,บึงแก,มหาชนะชัย,ยโสธร,เกษตรกรรม,AGI
15.51398,103.74525,365423,1715570,48P,17/02/2019,1312,S,1,NASA,ทุ่งหลวง,สุวรรณภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
15.51455,103.74888,365813,1715631,48P,17/02/2019,1312,S,1,NASA,ทุ่งหลวง,สุวรรณภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
15.51932,103.99965,392714,1716017,48P,17/02/2019,1312,S,1,NASA,โพนทราย,โพนทราย,ร้อยเอ็ด,เกษตรกรรม,AGI
15.55232,103.07192,293225,1720350,48P,17/02/2019,1312,S,1,NASA,เม็กดำ,พยัคฆภูมิพิสัย,มหาสารคาม,เกษตรกรรม,AGI
15.55292,103.07565,293626,1720412,48P,17/02/2019,1312,S,1,NASA,เม็กดำ,พยัคฆภูมิพิสัย,มหาสารคาม,เกษตรกรรม,AGI
15.55786,104.64697,462147,1720061,48P,17/02/2019,1312,S,1,NASA,ยางโยภาพ,ม่วงสามสิบ,อุบลราชธานี,เกษตรกรรม,AGI
15.5579,104.33868,429089,1720143,48P,17/02/2019,1312,S,1,NASA,โนนทราย,มหาชนะชัย,ยโสธร,เกษตรกรรม,AGI
15.56853,104.18655,412781,1721376,48P,17/02/2019,1312,S,1,NASA,หัวเมือง,มหาชนะชัย,ยโสธร,เกษตรกรรม,AGI
15.56948,103.79935,371261,1721677,48P,17/02/2019,1312,S,1,NASA,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
15.58668,103.80023,371366,1723579,48P,17/02/2019,1312,S,1,NASA,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
15.5992,104.81161,479804,1724611,48P,17/02/2019,1312,S,1,NASA,หนองช้างใหญ่,ม่วงสามสิบ,อุบลราชธานี,เกษตรกรรม,AGI
15.64175,103.95758,388268,1729582,48P,17/02/2019,1312,S,1,NASA,หัวช้าง,สุวรรณภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
15.71614,104.07002,400357,1737756,48P,17/02/2019,1312,S,1,NASA,สระแก้ว,พนมไพร,ร้อยเอ็ด,เกษตรกรรม,AGI
15.79817,103.74575,365663,1747011,48P,17/02/2019,1312,S,1,NASA,เมืองสรวง,เมืองสรวง,ร้อยเอ็ด,เกษตรกรรม,AGI
15.8161,101.94229,815205,1750801,47P,17/02/2019,1312,S,1,NASA,โคกสูง,เมืองชัยภูมิ,ชัยภูมิ,เกษตรกรรม,AGI
15.82825,102.30712,211549,1751787,48P,17/02/2019,1312,S,1,NASA,หนองขาม,คอนสวรรค์,ชัยภูมิ,เกษตรกรรม,AGI
15.83234,102.31044,211910,1752236,48P,17/02/2019,1312,S,1,NASA,หนองขาม,คอนสวรรค์,ชัยภูมิ,เกษตรกรรม,AGI
15.89445,103.692,359971,1757698,48P,17/02/2019,1312,S,1,NASA,แคนใหญ่,เมืองร้อยเอ็ด,ร้อยเอ็ด,เกษตรกรรม,AGI
15.89722,103.68783,359527,1758007,48P,17/02/2019,1312,S,1,NASA,แคนใหญ่,เมืองร้อยเอ็ด,ร้อยเอ็ด,เกษตรกรรม,AGI
15.89778,103.69145,359915,1758067,48P,17/02/2019,1312,S,1,NASA,แคนใหญ่,เมืองร้อยเอ็ด,ร้อยเอ็ด,เกษตรกรรม,AGI
15.99163,103.59733,349907,1768516,48P,17/02/2019,1312,S,1,NASA,สะอาดสมบูรณ์,เมืองร้อยเอ็ด,ร้อยเอ็ด,เกษตรกรรม,AGI
15.99807,105.37404,540020,1768758,48P,17/02/2019,1312,S,1,NASA,นาแวง,เขมราฐ,อุบลราชธานี,เกษตรกรรม,AGI
16.01491,105.17088,518281,1770592,48Q,17/02/2019,1312,S,1,NASA,ขามป้อม,เขมราฐ,อุบลราชธานี,เกษตรกรรม,AGI
16.01544,105.17449,518668,1770651,48Q,17/02/2019,1312,S,1,NASA,ขามป้อม,เขมราฐ,อุบลราชธานี,เกษตรกรรม,AGI
16.02048,105.16261,517396,1771208,48Q,17/02/2019,1312,S,1,NASA,เขมราฐ,เขมราฐ,อุบลราชธานี,เกษตรกรรม,AGI
16.04104,103.87119,379245,1773804,48Q,17/02/2019,1312,S,1,NASA,ทุ่งเขาหลวง,ธวัชบุรี,ร้อยเอ็ด,เกษตรกรรม,AGI
16.08633,103.78969,370555,1778864,48Q,17/02/2019,1312,S,1,NASA,ธวัชบุรี,ธวัชบุรี,ร้อยเอ็ด,เกษตรกรรม,AGI
16.16748,103.90205,382621,1787774,48Q,17/02/2019,1312,S,1,NASA,ท่าม่วง,เสลภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
16.1708,103.9015,382564,1788142,48Q,17/02/2019,1312,S,1,NASA,ท่าม่วง,เสลภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
16.17136,103.9051,382949,1788202,48Q,17/02/2019,1312,S,1,NASA,หนองหลวง,เสลภูมิ,ร้อยเอ็ด,เกษตรกรรม,AGI
16.24058,103.87109,379355,1795880,48Q,17/02/2019,1312,S,1,NASA,โพธิ์ศรีสว่าง,โพนทอง,ร้อยเอ็ด,เกษตรกรรม,AGI
16.36748,103.94924,387780,1809875,48Q,17/02/2019,1312,S,1,NASA,คำนาดี,โพนทอง,ร้อยเอ็ด,เกษตรกรรม,AGI
16.45801,102.22408,203588,1821634,48Q,17/02/2019,1312,S,1,NASA,หนองคอนไทย,ภูเขียว,ชัยภูมิ,เกษตรกรรม,AGI
16.4991,103.83481,375641,1824503,48Q,17/02/2019,1312,S,1,NASA,หนองบัว,นามน,กาฬสินธุ์,เกษตรกรรม,AGI
20.3291,100.29904,635611,2248434,47Q,17/02/2019,1318,S,1,NASA,แม่เงิน,เชียงแสน,เชียงราย,เกษตรกรรม,AGI
14.26376,102.81921,264716,1578001,48P,17/02/2019,1312,S,1,NASA,สำโรงใหม่,ละหานทราย,บุรีรัมย์,อุทยานแห่งชาติตาพระยา,DNP
14.26377,105.07807,508421,1576900,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.26708,105.07755,508365,1577266,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.2855,105.02005,502163,1579302,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.29016,105.09573,510325,1579819,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,อุทยานแห่งชาติภูจอง-นายอย,DNP
14.29848,105.08351,509007,1580739,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,อุทยานแห่งชาติภูจอง-นายอย,DNP
14.29902,105.08704,509387,1580799,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,อุทยานแห่งชาติภูจอง-นายอย,DNP
14.30296,105.06824,507360,1581234,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.30627,105.06772,507303,1581600,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.30681,105.0713,507689,1581660,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.31012,105.07077,507632,1582026,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.34867,102.60588,241785,1587626,48P,17/02/2019,1312,S,1,NASA,โคกมะม่วง,ปะคำ,บุรีรัมย์,เขตห้ามล่าสัตว์ป่าดงใหญ่,DNP
14.35916,105.08467,509129,1587450,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.3597,105.08823,509513,1587510,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.39057,105.09062,509769,1590924,48P,17/02/2019,1312,S,1,NASA,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,เขตห้ามล่าสัตว์ป่ายอดโดม,DNP
14.40012,104.9072,489996,1591980,48P,17/02/2019,1312,S,1,NASA,โซง,น้ำยืน,อุบลราชธานี,อุทยานแห่งชาติเขาพระวิหาร,DNP
14.42078,104.57578,454272,1594305,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.42137,104.55745,452297,1594374,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.42253,104.92123,491509,1594458,48P,17/02/2019,1312,S,1,NASA,โซง,น้ำยืน,อุบลราชธานี,อุทยานแห่งชาติเขาพระวิหาร,DNP
14.42355,104.57168,453831,1594613,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.42409,104.57523,454214,1594672,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.43538,104.69355,466969,1595900,48P,17/02/2019,1312,S,1,NASA,เสาธงชัย,กันทรลักษ์,ศรีสะเกษ,อุทยานแห่งชาติเขาพระวิหาร,DNP
14.43674,104.59135,455954,1596068,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.44146,104.68893,466472,1596573,48P,17/02/2019,1312,S,1,NASA,เสาธงชัย,กันทรลักษ์,ศรีสะเกษ,อุทยานแห่งชาติเขาพระวิหาร,DNP
14.44282,104.58673,455457,1596741,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.44613,104.58619,455400,1597107,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.45338,103.5462,343301,1598365,48P,17/02/2019,1312,S,1,NASA,โคกตะเคียน,กาบเชิง,สุรินทร์,เขตห้ามล่าสัตว์ป่าห้วยทับทัน-ห้วยสำราญ,DNP
14.461,104.59473,456323,1598750,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.46708,104.5901,455825,1599424,48P,17/02/2019,1312,S,1,NASA,ละลาย,กันทรลักษ์,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.47606,104.43103,438684,1600453,48P,17/02/2019,1312,S,1,NASA,บักดอง,ขุนหาญ,ศรีสะเกษ,เขตห้ามล่าสัตว์ป่าพนมดงรัก,DNP
14.51108,105.44335,547770,1604297,48P,17/02/2019,1312,S,1,NASA,ห้วยข่า,บุณฑริก,อุบลราชธานี,อุทยานแห่งชาติภูจอง-นายอย,DNP
14.88512,98.9341,492911,1645621,47P,17/02/2019,1312,S,1,NASA,ชะแล,ทองผาภูมิ,กาญจนบุรี,อุทยานแห่งชาติลำคลองงู,DNP
14.8858,98.93789,493319,1645696,47P,17/02/2019,1312,S,1,NASA,ชะแล,ทองผาภูมิ,กาญจนบุรี,อุทยานแห่งชาติลำคลองงู,DNP
14.89085,99.01389,501494,1646254,47P,17/02/2019,1312,S,1,NASA,นาสวน,ศรีสวัสดิ์,กาญจนบุรี,อุทยานแห่งชาติเขื่อนศรีนครินทร์,DNP
14.90119,98.95133,494765,1647398,47P,17/02/2019,1312,S,1,NASA,ชะแล,ทองผาภูมิ,กาญจนบุรี,อุทยานแห่งชาติลำคลองงู,DNP
14.92195,98.87337,486381,1649697,47P,17/02/2019,1312,S,1,NASA,ชะแล,ทองผาภูมิ,กาญจนบุรี,อุทยานแห่งชาติลำคลองงู,DNP
14.9508,98.93878,493417,1652885,47P,17/02/2019,1312,S,1,NASA,ชะแล,ทองผาภูมิ,กาญจนบุรี,อุทยานแห่งชาติลำคลองงู,DNP
15.11443,99.22913,524620,1670995,47P,17/02/2019,1312,S,1,NASA,แก่นมะกรูด,บ้านไร่,อุทัยธานี,เขตห้ามล่าสัตว์ป่าห้วยขาแข้ง,DNP
15.1167,99.22833,524534,1671246,47P,17/02/2019,1312,S,1,NASA,แก่นมะกรูด,บ้านไร่,อุทัยธานี,เขตห้ามล่าสัตว์ป่าห้วยขาแข้ง,DNP
15.20418,99.31699,534046,1680934,47P,17/02/2019,1312,S,1,NASA,คอกควาย,บ้านไร่,อุทัยธานี,เขตห้ามล่าสัตว์ป่าห้วยขาแข้ง,DNP
15.21508,99.33129,535580,1682142,47P,17/02/2019,1312,S,1,NASA,คอกควาย,บ้านไร่,อุทัยธานี,เขตห้ามล่าสัตว์ป่าห้วยขาแข้ง,DNP
15.2192,99.33088,535536,1682598,47P,17/02/2019,1312,S,1,NASA,คอกควาย,บ้านไร่,อุทัยธานี,เขตห้ามล่าสัตว์ป่าห้วยขาแข้ง,DNP
16.59669,99.00894,500954,1834940,47Q,17/02/2019,1312,S,1,NASA,แม่ท้อ,เมืองตาก,ตาก,อุทยานแห่งชาติน้ำตกพาเจริญ,DNP
16.60068,99.00789,500842,1835381,47Q,17/02/2019,1312,S,1,NASA,แม่ท้อ,เมืองตาก,ตาก,อุทยานแห่งชาติน้ำตกพาเจริญ,DNP
16.60135,99.0116,501237,1835455,47Q,17/02/2019,1312,S,1,NASA,แม่ท้อ,เมืองตาก,ตาก,อุทยานแห่งชาติน้ำตกพาเจริญ,DNP
16.61685,99.00476,500508,1837170,47Q,17/02/2019,1312,S,1,NASA,แม่ท้อ,เมืองตาก,ตาก,อุทยานแห่งชาติน้ำตกพาเจริญ,DNP
16.61753,99.0085,500907,1837245,47Q,17/02/2019,1312,S,1,NASA,แม่ท้อ,เมืองตาก,ตาก,อุทยานแห่งชาติน้ำตกพาเจริญ,DNP
16.61881,98.99249,499199,1837387,47Q,17/02/2019,1312,S,1,NASA,แม่ท้อ,เมืองตาก,ตาก,อุทยานแห่งชาติน้ำตกพาเจริญ,DNP
17.20247,98.6893,466964,1901980,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าแม่ตื่น,DNP
17.40708,98.94053,493684,1924590,47Q,17/02/2019,1312,S,1,NASA,ยกกระบัตร,สามเงา,ตาก,อุทยานแห่งชาติแม่ปิง,DNP
17.42175,98.60857,458429,1926255,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.42883,98.60096,457622,1927040,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.42969,98.60564,458120,1927134,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.46083,99.24247,525745,1930552,47Q,17/02/2019,1312,S,1,NASA,แม่วะ,เถิน,ลำปาง,อุทยานแห่งชาติแม่วะ,DNP
17.51699,98.90366,489774,1936751,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,อุทยานแห่งชาติแม่ปิง,DNP
17.5217,98.90682,490109,1937272,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,อุทยานแห่งชาติแม่ปิง,DNP
17.53119,98.91364,490834,1938322,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,อุทยานแห่งชาติแม่ปิง,DNP
17.53915,98.88833,488148,1939204,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.54116,98.89968,489353,1939425,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.54428,99.2402,525493,1939784,47Q,17/02/2019,1312,S,1,NASA,เถินบุรี,เถิน,ลำปาง,อุทยานแห่งชาติแม่วะ,DNP
17.5767,98.83821,482832,1943362,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.57804,98.84563,483620,1943509,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.57872,98.84935,484014,1943584,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.58072,98.83747,482754,1943806,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.5814,98.84122,483152,1943881,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.58208,98.84498,483551,1943956,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.5866,98.77763,476405,1944463,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.60895,98.85564,484684,1946928,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.61227,98.85099,484191,1947296,47Q,17/02/2019,1312,S,1,NASA,ก้อ,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.63929,98.63309,461080,1950316,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.65133,98.62979,460732,1951649,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.65306,99.07959,508442,1951804,47Q,17/02/2019,1312,S,1,NASA,นาโป่ง,เถิน,ลำปาง,อุทยานแห่งชาติดอยจง,DNP
17.68815,98.57687,455128,1955735,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.69226,98.57624,455062,1956189,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.69637,98.57562,454997,1956644,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.69822,98.8422,483267,1956805,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.70045,98.57485,454917,1957096,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.71453,98.70081,468276,1958628,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.72759,98.82072,480992,1960057,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.73505,98.60721,458356,1960916,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.73645,98.80043,478842,1961039,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.74691,98.81245,480117,1962195,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.7476,98.81192,480061,1962271,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.74903,98.80098,478902,1962431,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.74966,98.80051,478852,1962500,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.75029,98.80396,479218,1962570,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
