LATITUDE,LONGITUDE,UTM_X,UTM_Y,UTM_ZONE,DATE,TIME,SATELLITE,CONFIDENCE,ORG,TUMBOON,AUMPER,PROVINCE,NAME,ZONE 
17.7543,98.80313,479130,1963014,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.75495,98.80669,479508,1963085,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.75561,98.81029,479889,1963158,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.75896,98.80588,479422,1963529,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.75962,98.80949,479805,1963601,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.76698,98.80422,479247,1964416,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.76764,98.80783,479630,1964489,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.77047,98.77773,476440,1964805,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.77577,98.78396,477101,1965391,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.77642,98.78757,477483,1965463,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.77707,98.79111,477859,1965534,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.78172,98.79379,478143,1966048,47Q,17/02/2019,1312,S,1,NASA,แม่ลาน,ลี้,ลำพูน,อุทยานแห่งชาติแม่ปิง,DNP
17.79905,98.68195,466292,1967982,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.80242,98.67735,465805,1968356,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.80646,98.67653,465719,1968803,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.8112,98.70309,468535,1969323,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,อุทยานแห่งชาติแม่ปิง,DNP
17.81142,98.65752,463706,1969355,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.81262,98.66418,464412,1969487,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.81481,98.65301,463228,1969731,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.81606,98.66,463969,1969868,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.81668,98.66348,464338,1969936,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.82074,98.66275,464262,1970385,47Q,17/02/2019,1312,S,1,NASA,บ้านนา,สามเงา,ตาก,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.83969,98.63235,461044,1972488,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.84028,98.6356,461389,1972553,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.84159,98.64274,462146,1972696,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.84292,98.64996,462911,1972842,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.84694,98.64902,462812,1973287,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.8476,98.65258,463190,1973359,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.85209,98.67695,465773,1973851,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,อุทยานแห่งชาติแม่ปิง,DNP
17.85395,98.59557,457151,1974074,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
17.86116,98.61202,458895,1974868,47Q,17/02/2019,1312,S,1,NASA,มืดกา,ดอยเต่า,เชียงใหม่,เขตห้ามล่าสัตว์ป่าอมก๋อย,DNP
18.08008,98.45923,442778,1999129,47Q,17/02/2019,1312,S,1,NASA,บ่อหลวง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.11193,98.58873,456489,2002618,47Q,17/02/2019,1312,S,1,NASA,ฮอด,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.11601,98.58812,456426,2003069,47Q,17/02/2019,1312,S,1,NASA,ฮอด,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.11666,98.59174,456809,2003140,47Q,17/02/2019,1312,S,1,NASA,ฮอด,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.13694,98.58801,456419,2005385,47Q,17/02/2019,1312,S,1,NASA,ฮอด,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.13981,98.53585,450902,2005716,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.14057,98.5626,453732,2005793,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.14079,98.56271,453744,2005817,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.14256,98.52796,450068,2006022,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.14285,98.46116,443002,2006073,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.14528,98.56539,454029,2006313,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.14867,98.56102,453567,2006689,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.14933,98.56461,453947,2006761,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.16606,98.21618,417099,2008735,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.17095,98.21957,417460,2009274,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.17337,98.46653,443580,2009449,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.20641,98.46262,443177,2013105,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.20711,98.46653,443591,2013182,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.21044,98.46159,443070,2013552,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.21112,98.46541,443474,2013626,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.21645,98.47153,444123,2014214,47Q,17/02/2019,1312,S,1,NASA,หางดง,ฮอด,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.2209,98.29713,425684,2014768,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.22459,98.40839,437449,2015135,47Q,17/02/2019,1312,S,1,NASA,บ่อหลวง,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.22499,98.29623,425591,2015221,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.22565,98.29977,425965,2015292,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.22909,98.29537,425501,2015675,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.22975,98.29892,425877,2015746,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.23524,98.30556,426581,2016351,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.23603,98.4699,443957,2016380,47Q,17/02/2019,1312,S,1,NASA,บ้านแปะ,จอมทอง,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.23786,98.38866,435368,2016610,47Q,17/02/2019,1312,S,1,NASA,บ่อหลวง,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.24277,98.46078,442995,2017129,47Q,17/02/2019,1312,S,1,NASA,บ้านแปะ,จอมทอง,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.24722,98.34744,431014,2017660,47Q,17/02/2019,1312,S,1,NASA,บ่อหลวง,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.25029,98.31794,427897,2018011,47Q,17/02/2019,1312,S,1,NASA,บ่อหลวง,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.25152,98.30151,426160,2018154,47Q,17/02/2019,1312,S,1,NASA,บ้านทับ,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.2522,98.30521,426552,2018228,47Q,17/02/2019,1312,S,1,NASA,บ่อสลี,ฮอด,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.28575,98.51148,448367,2021869,47Q,17/02/2019,1312,S,1,NASA,บ้านแปะ,จอมทอง,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.2906,98.42256,438971,2022433,47Q,17/02/2019,1312,S,1,NASA,กองแขก,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.29403,98.41822,438513,2022814,47Q,17/02/2019,1312,S,1,NASA,กองแขก,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.29473,98.42209,438923,2022891,47Q,17/02/2019,1312,S,1,NASA,กองแขก,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.29815,98.41769,438459,2023270,47Q,17/02/2019,1312,S,1,NASA,กองแขก,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.29885,98.42156,438868,2023347,47Q,17/02/2019,1312,S,1,NASA,กองแขก,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.29961,98.42573,439309,2023429,47Q,17/02/2019,1312,S,1,NASA,กองแขก,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติออบหลวง,DNP
18.3705,99.1363,514399,2031182,47Q,17/02/2019,1312,S,1,NASA,ทาสบเส้า,แม่ทา,ลำพูน,เขตห้ามล่าสัตว์ป่าดอยผาเมือง,DNP
18.38421,98.22198,417815,2032870,47Q,17/02/2019,1312,S,1,NASA,บ้านทับ,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.38767,98.21754,417348,2033255,47Q,17/02/2019,1312,S,1,NASA,บ้านทับ,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.38835,98.22131,417746,2033328,47Q,17/02/2019,1312,S,1,NASA,บ้านทับ,แม่แจ่ม,เชียงใหม่,อุทยานแห่งชาติแม่โถ,DNP
18.43825,98.6137,459207,2038716,47Q,17/02/2019,1312,S,1,NASA,บ้านหลวง,จอมทอง,เชียงใหม่,อุทยานแห่งชาติดอยอินทนนท์,DNP
18.44549,98.6308,461015,2039514,47Q,17/02/2019,1312,S,1,NASA,บ้านหลวง,จอมทอง,เชียงใหม่,อุทยานแห่งชาติดอยอินทนนท์,DNP
18.44947,98.62983,460913,2039954,47Q,17/02/2019,1312,S,1,NASA,บ้านหลวง,จอมทอง,เชียงใหม่,อุทยานแห่งชาติดอยอินทนนท์,DNP
18.52463,98.69866,468195,2048257,47Q,17/02/2019,1312,S,1,NASA,ดอยหล่อ,ดอยหล่อ,เชียงใหม่,อุทยานแห่งชาติแม่วาง,DNP
18.56722,99.15591,516451,2052950,47Q,17/02/2019,1312,S,1,NASA,มะเขือแจ้,เมืองลำพูน,ลำพูน,อุทยานแห่งชาติแม่ตะไคร้,DNP
18.56784,99.15868,516744,2053018,47Q,17/02/2019,1312,S,1,NASA,มะเขือแจ้,เมืองลำพูน,ลำพูน,อุทยานแห่งชาติแม่ตะไคร้,DNP
18.56981,98.72013,470469,2053252,47Q,17/02/2019,1312,S,1,NASA,ทุ่งปี้,แม่วาง,เชียงใหม่,อุทยานแห่งชาติแม่วาง,DNP
18.58998,98.67133,465324,2055492,47Q,17/02/2019,1312,S,1,NASA,สันติสุข,ดอยหล่อ,เชียงใหม่,อุทยานแห่งชาติแม่วาง,DNP
18.61924,98.73296,471831,2058719,47Q,17/02/2019,1312,S,1,NASA,ทุ่งปี้,แม่วาง,เชียงใหม่,อุทยานแห่งชาติออบขาน,DNP
18.6233,98.73258,471791,2059168,47Q,17/02/2019,1312,S,1,NASA,ทุ่งปี้,แม่วาง,เชียงใหม่,อุทยานแห่งชาติออบขาน,DNP
18.62398,98.73629,472183,2059243,47Q,17/02/2019,1312,S,1,NASA,ทุ่งปี้,แม่วาง,เชียงใหม่,อุทยานแห่งชาติออบขาน,DNP
18.62674,98.72887,471400,2059549,47Q,17/02/2019,1312,S,1,NASA,ทุ่งปี้,แม่วาง,เชียงใหม่,อุทยานแห่งชาติออบขาน,DNP
18.62743,98.73266,471800,2059625,47Q,17/02/2019,1312,S,1,NASA,บ้านกาด,แม่วาง,เชียงใหม่,อุทยานแห่งชาติออบขาน,DNP
18.81196,99.67154,570760,2080155,47Q,17/02/2019,1312,S,1,NASA,ปงดอน,แจ้ห่ม,ลำปาง,อุทยานแห่งชาติถ้ำผาไท,DNP
19.1171,99.21095,522187,2113798,47Q,17/02/2019,1312,S,1,NASA,โหล่งขอด,พร้าว,เชียงใหม่,อุทยานแห่งชาติศรีลานนา,DNP
19.24394,99.23358,524548,2127836,47Q,17/02/2019,1312,S,1,NASA,แม่ปั๋ง,พร้าว,เชียงใหม่,อุทยานแห่งชาติศรีลานนา,DNP
19.27773,98.36059,432814,2131682,47Q,17/02/2019,1312,S,1,NASA,เมืองแปง,ปาย,แม่ฮ่องสอน,เขตห้ามล่าสัตว์ป่าลุ่มน้ำปาย,DNP
19.30729,98.50156,447636,2134904,47Q,17/02/2019,1312,S,1,NASA,แม่ฮี้,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.39022,98.58846,456787,2144057,47Q,17/02/2019,1312,S,1,NASA,เมืองคอง,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.39427,98.5882,456761,2144505,47Q,17/02/2019,1312,S,1,NASA,เมืองคอง,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.42888,98.42992,440154,2148382,47Q,17/02/2019,1312,S,1,NASA,แม่นาเติง,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.42956,98.43357,440537,2148456,47Q,17/02/2019,1312,S,1,NASA,แม่นาเติง,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.42982,98.48884,446340,2148467,47Q,17/02/2019,1312,S,1,NASA,เวียงเหนือ,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.43358,98.43291,440469,2148901,47Q,17/02/2019,1312,S,1,NASA,แม่นาเติง,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.43507,98.41855,438962,2149071,47Q,17/02/2019,1312,S,1,NASA,แม่นาเติง,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.45284,98.40256,437291,2151043,47Q,17/02/2019,1312,S,1,NASA,แม่นาเติง,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.45957,98.39407,436402,2151791,47Q,17/02/2019,1312,S,1,NASA,แม่นาเติง,ปาย,แม่ฮ่องสอน,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.56091,99.04107,504308,2162893,47Q,17/02/2019,1312,S,1,NASA,ปิงโค้ง,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.57159,98.65073,463367,2164112,47Q,17/02/2019,1312,S,1,NASA,เมืองแหง,เวียงแหง,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.5755,98.64983,463273,2164545,47Q,17/02/2019,1312,S,1,NASA,เมืองแหง,เวียงแหง,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
18.40478,100.87373,697929,2035992,47Q,17/02/2019,1312,S,1,NASA,น้ำมวบ,เวียงสา,น่าน,อุทยานแห่งชาติศรีน่าน,DNP
18.40909,100.87757,698330,2036473,47Q,17/02/2019,1312,S,1,NASA,น้ำมวบ,เวียงสา,น่าน,อุทยานแห่งชาติศรีน่าน,DNP
18.8549,100.21751,628261,2085213,47Q,17/02/2019,1312,S,1,NASA,บ้านมาง,เชียงม่วน,พะเยา,อุทยานแห่งชาติดอยภูนาง,DNP
18.89065,100.2088,627316,2089163,47Q,17/02/2019,1312,S,1,NASA,บ้านมาง,เชียงม่วน,พะเยา,อุทยานแห่งชาติดอยภูนาง,DNP
18.90774,100.24226,630828,2091079,47Q,17/02/2019,1312,S,1,NASA,บ้านมาง,เชียงม่วน,พะเยา,อุทยานแห่งชาติดอยภูนาง,DNP
19.03622,100.22833,629261,2105287,47Q,17/02/2019,1312,S,1,NASA,ปง,ปง,พะเยา,อุทยานแห่งชาติดอยภูนาง,DNP
15.26072,105.48133,551684,1687220,48P,17/02/2019,1312,S,1,NASA,คำเขื่อนแก้ว,สิรินธร,อุบลราชธานี,อุทยานแห่งชาติแก่งตะนะ,DNP
15.2628,105.4803,551573,1687450,48P,17/02/2019,1312,S,1,NASA,คำเขื่อนแก้ว,สิรินธร,อุบลราชธานี,อุทยานแห่งชาติแก่งตะนะ,DNP
15.50352,105.53095,556946,1714089,48P,17/02/2019,1312,S,1,NASA,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี,อุทยานแห่งชาติผาแต้ม,DNP
15.50659,105.57515,561686,1714441,48P,17/02/2019,1312,S,1,NASA,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี,อุทยานแห่งชาติผาแต้ม,DNP
15.50993,105.57463,561629,1714810,48P,17/02/2019,1312,S,1,NASA,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี,อุทยานแห่งชาติผาแต้ม,DNP
15.51046,105.57827,562019,1714870,48P,17/02/2019,1312,S,1,NASA,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี,อุทยานแห่งชาติผาแต้ม,DNP
15.51274,105.57048,561183,1715120,48P,17/02/2019,1312,S,1,NASA,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี,อุทยานแห่งชาติผาแต้ม,DNP
16.17595,104.82335,481117,1788406,48Q,17/02/2019,1312,S,1,NASA,คำเขื่อนแก้ว,ชานุมาน,อำนาจเจริญ,อุทยานแห่งชาติภูสระดอกบัว,DNP
16.18365,104.82946,481770,1789257,48Q,17/02/2019,1312,S,1,NASA,คำเขื่อนแก้ว,ชานุมาน,อำนาจเจริญ,อุทยานแห่งชาติภูสระดอกบัว,DNP
16.18419,104.83305,482154,1789317,48Q,17/02/2019,1312,S,1,NASA,คำเขื่อนแก้ว,ชานุมาน,อำนาจเจริญ,อุทยานแห่งชาติภูสระดอกบัว,DNP
16.23843,104.78761,477303,1795321,48Q,17/02/2019,1312,S,1,NASA,ป่าไร่,ดอนตาล,มุกดาหาร,อุทยานแห่งชาติภูสระดอกบัว,DNP
16.29324,104.72729,470865,1801392,48Q,17/02/2019,1312,S,1,NASA,เหล่าหมี,ดอนตาล,มุกดาหาร,อุทยานแห่งชาติภูสระดอกบัว,DNP
16.48482,104.29449,424699,1822696,48Q,17/02/2019,1312,S,1,NASA,โนนยาง,หนองสูง,มุกดาหาร,เขตรักษาพันธุ์สัตว์ป่าถ้ำผาน้ำทิพย์,DNP
16.75589,104.23084,418021,1852709,48Q,17/02/2019,1312,S,1,NASA,กกตูม,ดงหลวง,มุกดาหาร,อุทยานแห่งชาติภูผายล(ห้วยหวด),DNP
19.57366,98.64845,463128,2164342,47Q,17/02/2019,1318,S,1,NASA,เมืองแหง,เวียงแหง,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.57637,97.89582,384186,2164977,47Q,17/02/2019,1318,S,1,NASA,หมอกจำแป่,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,อุทยานแห่งชาติถ้ำปลา-ผาเสื่อ,DNP
19.57705,97.89946,384568,2165050,47Q,17/02/2019,1318,S,1,NASA,หมอกจำแป่,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,อุทยานแห่งชาติถ้ำปลา-ผาเสื่อ,DNP
19.57771,97.90301,384941,2165121,47Q,17/02/2019,1318,S,1,NASA,หมอกจำแป่,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,อุทยานแห่งชาติถ้ำปลา-ผาเสื่อ,DNP
19.5916,98.56813,454708,2166346,47Q,17/02/2019,1318,S,1,NASA,เมืองแหง,เวียงแหง,เชียงใหม่,อุทยานแห่งชาติห้วยน้ำดัง,DNP
19.66478,98.94938,494694,2174387,47Q,17/02/2019,1318,S,1,NASA,แม่นะ,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.6656,98.72993,471690,2174500,47Q,17/02/2019,1318,S,1,NASA,เปียงหลวง,เวียงแหง,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.66924,98.99632,499614,2174880,47Q,17/02/2019,1318,S,1,NASA,แม่นะ,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.68087,99.01673,501754,2176167,47Q,17/02/2019,1318,S,1,NASA,แม่นะ,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.69817,99.00224,500235,2178081,47Q,17/02/2019,1318,S,1,NASA,แม่นะ,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.69915,98.80508,479572,2178202,47Q,17/02/2019,1318,S,1,NASA,แม่นะ,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
19.69985,98.80769,479845,2178279,47Q,17/02/2019,1318,S,1,NASA,แม่นะ,เชียงดาว,เชียงใหม่,อุทยานแห่งชาติผาแดง,DNP
20.0438,99.66596,569645,2216467,47Q,17/02/2019,1318,S,1,NASA,แม่ยาว,เมืองเชียงราย,เชียงราย,อุทยานแห่งชาติลำน้ำกก,DNP
13.02165,99.79868,586605,1439666,47P,17/02/2019,1312,S,1,NASA,ห้วยลึก,บ้านลาด,เพชรบุรี,ป่ายางหัก-เขาปุ้ม,RFD_A
14.57395,99.4794,551640,1611258,47P,17/02/2019,1312,S,1,NASA,หนองปรือ,หนองปรือ,กาญจนบุรี,ป่าหนองรี,RFD_A
14.5746,99.48311,552040,1611331,47P,17/02/2019,1312,S,1,NASA,หนองปรือ,หนองปรือ,กาญจนบุรี,ป่าหนองรี,RFD_A
14.57802,99.47868,551562,1611708,47P,17/02/2019,1312,S,1,NASA,หนองปรือ,หนองปรือ,กาญจนบุรี,ป่าหนองรี,RFD_A
14.57868,99.48243,551966,1611782,47P,17/02/2019,1312,S,1,NASA,หนองปรือ,หนองปรือ,กาญจนบุรี,ป่าหนองรี,RFD_A
13.10676,101.83863,807807,1450672,47P,17/02/2019,1312,S,1,NASA,พวา,แก่งหางแมว,จันทบุรี,ป่าขุนซ่อง,RFD_B
13.98126,102.56628,237089,1547003,48P,17/02/2019,1312,S,1,NASA,แซร์ออ,วัฒนานคร,สระแก้ว,ป่าโคกสูง,RFD_A
14.44641,102.76115,258645,1598275,48P,17/02/2019,1312,S,1,NASA,โคกว่าน,ละหานทราย,บุรีรัมย์,ป่าโคกใหญ่ป่าหนองพระสรวลและป่าหนองหมี,RFD_A
14.44984,102.76056,258585,1598655,48P,17/02/2019,1312,S,1,NASA,ปะคำ,ปะคำ,บุรีรัมย์,ป่าโคกใหญ่ป่าหนองพระสรวลและป่าหนองหมี,RFD_A
14.45046,102.7644,259000,1598720,48P,17/02/2019,1312,S,1,NASA,โคกว่าน,ละหานทราย,บุรีรัมย์,ป่าโคกใหญ่ป่าหนองพระสรวลและป่าหนองหมี,RFD_A
14.49482,104.4426,439936,1602525,48P,17/02/2019,1312,S,1,NASA,บักดอง,ขุนหาญ,ศรีสะเกษ,ป่าเขาพระวิหาร,RFD_A
14.49813,104.44205,439878,1602891,48P,17/02/2019,1312,S,1,NASA,บักดอง,ขุนหาญ,ศรีสะเกษ,ป่าฝั่งขวาห้วยศาลา,RFD_A
14.50145,104.44151,439820,1603259,48P,17/02/2019,1312,S,1,NASA,บักดอง,ขุนหาญ,ศรีสะเกษ,ป่าฝั่งขวาห้วยศาลา,RFD_A
14.63053,105.02215,502385,1617462,48P,17/02/2019,1312,S,1,NASA,ยาง,น้ำยืน,อุบลราชธานี,ป่าฝั่งซ้ายลำโดมใหญ่,RFD_B
14.73449,105.49155,552911,1629017,48P,17/02/2019,1312,S,1,NASA,โพนงาม,บุณฑริก,อุบลราชธานี,ป่าบุณฑริก,RFD_A
14.73782,105.49104,552855,1629386,48P,17/02/2019,1312,S,1,NASA,โพนงาม,บุณฑริก,อุบลราชธานี,ป่าบุณฑริก,RFD_A
14.80748,104.60631,457637,1637070,48P,17/02/2019,1312,S,1,NASA,เสื่องข้าว,ศรีรัตนะ,ศรีสะเกษ,ป่าห้วยทาและป่าห้วยขยุง,RFD_B
